recipe,pair,scope,rank
Raw caption cosine (ceiling),canonical,aggregate,60
Raw caption cosine (ceiling),canonical,aggregate,34
Raw caption cosine (ceiling),canonical,aggregate,1
Raw caption cosine (ceiling),canonical,aggregate,391
Raw caption cosine (ceiling),canonical,aggregate,301
Raw caption cosine (ceiling),canonical,aggregate,86
Raw caption cosine (ceiling),canonical,aggregate,13
Raw caption cosine (ceiling),canonical,aggregate,71
Raw caption cosine (ceiling),canonical,aggregate,1
Raw caption cosine (ceiling),canonical,aggregate,5
Raw caption cosine (ceiling),canonical,aggregate,198
Raw caption cosine (ceiling),canonical,aggregate,54
Raw caption cosine (ceiling),canonical,aggregate,330
Raw caption cosine (ceiling),canonical,aggregate,147
Raw caption cosine (ceiling),canonical,aggregate,221
Raw caption cosine (ceiling),canonical,aggregate,325
Raw caption cosine (ceiling),canonical,aggregate,1
Raw caption cosine (ceiling),canonical,aggregate,46
Raw caption cosine (ceiling),canonical,aggregate,89
Raw caption cosine (ceiling),canonical,aggregate,253
Raw caption cosine (ceiling),canonical,aggregate,232
Raw caption cosine (ceiling),canonical,aggregate,101
Raw caption cosine (ceiling),canonical,aggregate,116
Raw caption cosine (ceiling),canonical,aggregate,5
Raw caption cosine (ceiling),canonical,aggregate,129
Raw caption cosine (ceiling),canonical,aggregate,28
Raw caption cosine (ceiling),canonical,aggregate,260
Raw caption cosine (ceiling),canonical,aggregate,12
Raw caption cosine (ceiling),canonical,aggregate,4
Raw caption cosine (ceiling),canonical,aggregate,38
Raw caption cosine (ceiling),canonical,aggregate,15
Raw caption cosine (ceiling),canonical,aggregate,114
Raw caption cosine (ceiling),canonical,aggregate,99
Raw caption cosine (ceiling),canonical,aggregate,223
Raw caption cosine (ceiling),canonical,aggregate,122
Raw caption cosine (ceiling),canonical,aggregate,4
Raw caption cosine (ceiling),canonical,aggregate,1
Raw caption cosine (ceiling),canonical,aggregate,22
Raw caption cosine (ceiling),canonical,aggregate,132
Raw caption cosine (ceiling),canonical,aggregate,71
Raw caption cosine (ceiling),canonical,aggregate,169
Raw caption cosine (ceiling),canonical,aggregate,344
Raw caption cosine (ceiling),canonical,heldout,172
Raw caption cosine (ceiling),canonical,heldout,158
Raw caption cosine (ceiling),canonical,heldout,271
Raw caption cosine (ceiling),canonical,heldout,120
Raw caption cosine (ceiling),canonical,heldout,166
Raw caption cosine (ceiling),canonical,heldout,316
Raw caption cosine (ceiling),canonical,heldout,28
Raw caption cosine (ceiling),canonical,heldout,9
Raw caption cosine (ceiling),canonical,heldout,38
Raw caption cosine (ceiling),canonical,heldout,4
Raw caption cosine (ceiling),canonical,heldout,4
Raw caption cosine (ceiling),canonical,heldout,277
Raw caption cosine (ceiling),canonical,heldout,13
Raw caption cosine (ceiling),canonical,heldout,36
Raw caption cosine (ceiling),canonical,heldout,64
Raw caption cosine (ceiling),canonical,heldout,97
Raw caption cosine (ceiling),canonical,heldout,1
Raw caption cosine (ceiling),canonical,heldout,6
Raw caption cosine (ceiling),canonical,heldout,1
Raw caption cosine (ceiling),canonical,heldout,5
Raw caption cosine (ceiling),canonical,heldout,1
Raw caption cosine (ceiling),canonical,heldout,248
Raw caption cosine (ceiling),canonical,heldout,36
Raw caption cosine (ceiling),canonical,heldout,116
Raw caption cosine (ceiling),canonical,heldout,5
Raw caption cosine (ceiling),canonical,heldout,147
Raw caption cosine (ceiling),canonical,heldout,221
Raw caption cosine (ceiling),canonical,heldout,28
Raw caption cosine (ceiling),canonical,heldout,38
Raw caption cosine (ceiling),canonical,heldout,169
Random (baseline),text-free,aggregate,93
Random (baseline),text-free,aggregate,31
Random (baseline),text-free,aggregate,48
Random (baseline),text-free,aggregate,112
Random (baseline),text-free,aggregate,309
Random (baseline),text-free,aggregate,46
Random (baseline),text-free,aggregate,194
Random (baseline),text-free,aggregate,97
Random (baseline),text-free,aggregate,349
Random (baseline),text-free,aggregate,302
Random (baseline),text-free,aggregate,291
Random (baseline),text-free,aggregate,377
Random (baseline),text-free,aggregate,181
Random (baseline),text-free,aggregate,39
Random (baseline),text-free,aggregate,156
Random (baseline),text-free,aggregate,376
Random (baseline),text-free,aggregate,222
Random (baseline),text-free,aggregate,335
Random (baseline),text-free,aggregate,290
Random (baseline),text-free,aggregate,69
Random (baseline),text-free,aggregate,339
Random (baseline),text-free,aggregate,56
Random (baseline),text-free,aggregate,142
Random (baseline),text-free,aggregate,125
Random (baseline),text-free,aggregate,88
Random (baseline),text-free,aggregate,344
Random (baseline),text-free,aggregate,364
Random (baseline),text-free,aggregate,198
Random (baseline),text-free,aggregate,122
Random (baseline),text-free,aggregate,126
Random (baseline),text-free,aggregate,312
Random (baseline),text-free,aggregate,49
Random (baseline),text-free,aggregate,382
Random (baseline),text-free,aggregate,136
Random (baseline),text-free,aggregate,104
Random (baseline),text-free,aggregate,144
Random (baseline),text-free,aggregate,343
Random (baseline),text-free,aggregate,270
Random (baseline),text-free,aggregate,106
Random (baseline),text-free,aggregate,252
Random (baseline),text-free,aggregate,22
Random (baseline),text-free,aggregate,36
Random (baseline),text-free,aggregate,275
Random (baseline),text-free,aggregate,127
Random (baseline),text-free,aggregate,349
Random (baseline),text-free,aggregate,351
Random (baseline),text-free,aggregate,211
Random (baseline),text-free,aggregate,31
Random (baseline),text-free,aggregate,125
Random (baseline),text-free,aggregate,399
Random (baseline),text-free,aggregate,279
Random (baseline),text-free,aggregate,236
Random (baseline),text-free,aggregate,135
Random (baseline),text-free,aggregate,248
Random (baseline),text-free,aggregate,339
Random (baseline),text-free,aggregate,353
Random (baseline),text-free,aggregate,362
Random (baseline),text-free,aggregate,59
Random (baseline),text-free,aggregate,50
Random (baseline),text-free,aggregate,159
Random (baseline),text-free,aggregate,394
Random (baseline),text-free,aggregate,385
Random (baseline),text-free,aggregate,62
Random (baseline),text-free,aggregate,28
Random (baseline),text-free,aggregate,4
Random (baseline),text-free,aggregate,326
Random (baseline),text-free,aggregate,112
Random (baseline),text-free,aggregate,176
Random (baseline),text-free,aggregate,33
Random (baseline),text-free,aggregate,308
Random (baseline),text-free,aggregate,14
Random (baseline),text-free,aggregate,162
Random (baseline),text-free,aggregate,65
Random (baseline),text-free,aggregate,44
Random (baseline),text-free,aggregate,82
Random (baseline),text-free,aggregate,47
Random (baseline),text-free,aggregate,252
Random (baseline),text-free,aggregate,198
Random (baseline),text-free,aggregate,87
Random (baseline),text-free,aggregate,208
Random (baseline),text-free,aggregate,231
Random (baseline),text-free,aggregate,116
Random (baseline),text-free,aggregate,153
Random (baseline),text-free,aggregate,300
Random (baseline),text-free,aggregate,390
Random (baseline),text-free,aggregate,241
Random (baseline),text-free,aggregate,246
Random (baseline),text-free,aggregate,31
Random (baseline),text-free,aggregate,320
Random (baseline),text-free,aggregate,41
Random (baseline),text-free,aggregate,240
Random (baseline),text-free,aggregate,313
Random (baseline),text-free,aggregate,247
Random (baseline),text-free,aggregate,142
Random (baseline),text-free,aggregate,71
Random (baseline),text-free,aggregate,353
Random (baseline),text-free,aggregate,183
Random (baseline),text-free,aggregate,21
Random (baseline),text-free,aggregate,25
Random (baseline),text-free,aggregate,283
Random (baseline),text-free,aggregate,57
Random (baseline),text-free,aggregate,99
Random (baseline),text-free,aggregate,196
Random (baseline),text-free,aggregate,50
Random (baseline),text-free,aggregate,303
Random (baseline),text-free,aggregate,235
Random (baseline),text-free,aggregate,99
Random (baseline),text-free,aggregate,2
Random (baseline),text-free,aggregate,329
Random (baseline),text-free,aggregate,7
Random (baseline),text-free,aggregate,241
Random (baseline),text-free,aggregate,305
Random (baseline),text-free,aggregate,52
Random (baseline),text-free,aggregate,147
Random (baseline),text-free,aggregate,98
Random (baseline),text-free,aggregate,96
Random (baseline),text-free,aggregate,374
Random (baseline),text-free,aggregate,249
Random (baseline),text-free,aggregate,187
Random (baseline),text-free,aggregate,108
Random (baseline),text-free,aggregate,251
Random (baseline),text-free,aggregate,23
Random (baseline),text-free,aggregate,383
Random (baseline),text-free,aggregate,36
Random (baseline),text-free,aggregate,5
Random (baseline),text-free,aggregate,109
Random (baseline),text-free,aggregate,51
Random (baseline),text-free,aggregate,386
Random (baseline),text-free,aggregate,133
Random (baseline),text-free,aggregate,44
Random (baseline),text-free,aggregate,43
Random (baseline),text-free,aggregate,371
Random (baseline),text-free,aggregate,101
Random (baseline),text-free,aggregate,240
Random (baseline),text-free,aggregate,255
Random (baseline),text-free,aggregate,165
Random (baseline),text-free,aggregate,120
Random (baseline),text-free,aggregate,369
Random (baseline),text-free,aggregate,47
Random (baseline),text-free,aggregate,145
Random (baseline),text-free,aggregate,282
Random (baseline),text-free,aggregate,97
Random (baseline),text-free,aggregate,294
Random (baseline),text-free,aggregate,366
Random (baseline),text-free,aggregate,140
Random (baseline),text-free,aggregate,116
Random (baseline),text-free,aggregate,237
Random (baseline),text-free,aggregate,27
Random (baseline),text-free,aggregate,75
Random (baseline),text-free,aggregate,21
Random (baseline),text-free,aggregate,144
Random (baseline),text-free,aggregate,195
Random (baseline),text-free,aggregate,26
Random (baseline),text-free,aggregate,44
Random (baseline),text-free,aggregate,84
Random (baseline),text-free,aggregate,169
Random (baseline),text-free,aggregate,329
Random (baseline),text-free,aggregate,337
Random (baseline),text-free,aggregate,256
Random (baseline),text-free,aggregate,164
Random (baseline),text-free,aggregate,92
Random (baseline),text-free,aggregate,109
Random (baseline),text-free,aggregate,368
Random (baseline),text-free,aggregate,89
Random (baseline),text-free,aggregate,205
Random (baseline),text-free,aggregate,245
Random (baseline),text-free,aggregate,161
Random (baseline),text-free,aggregate,68
Random (baseline),text-free,aggregate,279
Random (baseline),text-free,aggregate,290
Random (baseline),text-free,aggregate,371
Random (baseline),text-free,aggregate,132
Random (baseline),text-free,aggregate,109
Random (baseline),text-free,aggregate,32
Random (baseline),text-free,aggregate,126
Random (baseline),text-free,aggregate,166
Random (baseline),text-free,aggregate,7
Random (baseline),text-free,aggregate,213
Random (baseline),text-free,aggregate,219
Random (baseline),text-free,aggregate,203
Random (baseline),text-free,aggregate,18
Random (baseline),text-free,aggregate,341
Random (baseline),text-free,aggregate,73
Random (baseline),text-free,aggregate,44
Random (baseline),text-free,aggregate,295
Random (baseline),text-free,aggregate,287
Random (baseline),text-free,aggregate,152
Random (baseline),text-free,aggregate,201
Random (baseline),text-free,aggregate,284
Random (baseline),text-free,aggregate,8
Random (baseline),text-free,aggregate,161
Random (baseline),text-free,aggregate,260
Random (baseline),text-free,aggregate,389
Random (baseline),text-free,aggregate,95
Random (baseline),text-free,aggregate,90
Random (baseline),text-free,aggregate,173
Random (baseline),text-free,aggregate,187
Random (baseline),text-free,aggregate,362
Random (baseline),text-free,aggregate,188
Random (baseline),text-free,aggregate,356
Random (baseline),text-free,aggregate,262
Random (baseline),text-free,aggregate,244
Random (baseline),text-free,aggregate,390
Random (baseline),text-free,aggregate,399
Random (baseline),text-free,aggregate,215
Random (baseline),text-free,aggregate,21
Random (baseline),text-free,aggregate,51
Random (baseline),text-free,aggregate,276
Random (baseline),text-free,aggregate,389
Random (baseline),text-free,aggregate,60
Random (baseline),text-free,aggregate,89
Random (baseline),text-free,aggregate,125
Random (baseline),text-free,aggregate,251
Random (baseline),text-free,aggregate,19
Random (baseline),text-free,aggregate,326
Random (baseline),text-free,aggregate,4
Random (baseline),text-free,aggregate,167
Random (baseline),text-free,aggregate,296
Random (baseline),text-free,aggregate,30
Random (baseline),text-free,aggregate,13
Random (baseline),text-free,aggregate,372
Random (baseline),text-free,aggregate,98
Random (baseline),text-free,aggregate,38
Random (baseline),text-free,aggregate,198
Random (baseline),text-free,aggregate,335
Random (baseline),text-free,aggregate,300
Random (baseline),text-free,aggregate,10
Random (baseline),text-free,aggregate,184
Random (baseline),text-free,aggregate,375
Random (baseline),text-free,aggregate,219
Random (baseline),text-free,aggregate,142
Random (baseline),text-free,aggregate,97
Random (baseline),text-free,aggregate,204
Random (baseline),text-free,aggregate,155
Random (baseline),text-free,aggregate,394
Random (baseline),text-free,aggregate,150
Random (baseline),text-free,aggregate,397
Random (baseline),text-free,aggregate,283
Random (baseline),text-free,aggregate,316
Random (baseline),text-free,aggregate,222
Random (baseline),text-free,aggregate,132
Random (baseline),text-free,aggregate,35
Random (baseline),text-free,aggregate,41
Random (baseline),text-free,aggregate,98
Random (baseline),text-free,aggregate,244
Random (baseline),text-free,aggregate,198
Random (baseline),text-free,aggregate,383
Random (baseline),text-free,aggregate,241
Random (baseline),text-free,aggregate,36
Random (baseline),text-free,aggregate,175
Random (baseline),text-free,aggregate,189
Random (baseline),text-free,aggregate,92
Random (baseline),text-free,aggregate,377
Random (baseline),text-free,aggregate,47
Random (baseline),text-free,aggregate,379
Random (baseline),text-free,aggregate,154
Random (baseline),text-free,aggregate,253
Random (baseline),text-free,aggregate,199
Random (baseline),text-free,aggregate,199
Random (baseline),text-free,aggregate,231
Random (baseline),text-free,aggregate,315
Random (baseline),text-free,aggregate,217
Random (baseline),text-free,aggregate,208
Random (baseline),text-free,aggregate,21
Random (baseline),text-free,aggregate,378
Random (baseline),text-free,aggregate,291
Random (baseline),text-free,aggregate,387
Random (baseline),text-free,aggregate,108
Random (baseline),text-free,aggregate,224
Random (baseline),text-free,aggregate,42
Random (baseline),text-free,aggregate,386
Random (baseline),text-free,aggregate,62
Random (baseline),text-free,aggregate,269
Random (baseline),text-free,aggregate,238
Random (baseline),text-free,aggregate,340
Random (baseline),text-free,aggregate,177
Random (baseline),text-free,aggregate,83
Random (baseline),text-free,aggregate,255
Random (baseline),text-free,aggregate,227
Random (baseline),text-free,aggregate,59
Random (baseline),text-free,aggregate,318
Random (baseline),text-free,aggregate,112
Random (baseline),text-free,aggregate,292
Random (baseline),text-free,aggregate,15
Random (baseline),text-free,aggregate,383
Random (baseline),text-free,aggregate,102
Random (baseline),text-free,aggregate,118
Random (baseline),text-free,aggregate,293
Random (baseline),text-free,aggregate,252
Random (baseline),text-free,aggregate,239
Random (baseline),text-free,aggregate,121
Random (baseline),text-free,aggregate,119
Random (baseline),text-free,aggregate,191
Random (baseline),text-free,aggregate,132
Random (baseline),text-free,aggregate,260
Random (baseline),text-free,aggregate,88
Random (baseline),text-free,aggregate,393
Random (baseline),text-free,aggregate,243
Random (baseline),text-free,aggregate,212
Random (baseline),text-free,aggregate,329
Random (baseline),text-free,aggregate,257
Random (baseline),text-free,aggregate,153
Random (baseline),text-free,aggregate,320
Random (baseline),text-free,aggregate,236
Random (baseline),text-free,aggregate,178
Random (baseline),text-free,aggregate,205
Random (baseline),text-free,aggregate,178
Random (baseline),text-free,aggregate,340
Random (baseline),text-free,aggregate,342
Random (baseline),text-free,aggregate,385
Random (baseline),text-free,aggregate,6
Random (baseline),text-free,aggregate,187
Random (baseline),text-free,aggregate,212
Random (baseline),text-free,aggregate,110
Random (baseline),text-free,aggregate,255
Random (baseline),text-free,aggregate,117
Random (baseline),text-free,aggregate,31
Random (baseline),text-free,aggregate,67
Random (baseline),text-free,aggregate,36
Random (baseline),text-free,aggregate,365
Random (baseline),text-free,aggregate,381
Random (baseline),text-free,aggregate,392
Random (baseline),text-free,aggregate,124
Random (baseline),text-free,aggregate,356
Random (baseline),text-free,aggregate,6
Random (baseline),text-free,aggregate,123
Random (baseline),text-free,aggregate,189
Random (baseline),text-free,aggregate,150
Random (baseline),text-free,aggregate,191
Random (baseline),text-free,aggregate,362
Random (baseline),text-free,aggregate,285
Random (baseline),text-free,aggregate,260
Random (baseline),text-free,aggregate,77
Random (baseline),text-free,aggregate,392
Random (baseline),text-free,aggregate,20
Random (baseline),text-free,aggregate,283
Random (baseline),text-free,aggregate,331
Random (baseline),text-free,aggregate,93
Random (baseline),text-free,aggregate,184
Random (baseline),text-free,aggregate,378
Random (baseline),text-free,aggregate,195
Random (baseline),text-free,aggregate,333
Random (baseline),text-free,aggregate,353
Random (baseline),text-free,aggregate,332
Random (baseline),text-free,aggregate,134
Random (baseline),text-free,aggregate,323
Random (baseline),text-free,aggregate,297
Random (baseline),text-free,aggregate,251
Random (baseline),text-free,aggregate,363
Random (baseline),text-free,aggregate,51
Random (baseline),text-free,aggregate,155
Random (baseline),text-free,aggregate,213
Random (baseline),text-free,aggregate,124
Random (baseline),text-free,aggregate,276
Random (baseline),text-free,aggregate,44
Random (baseline),text-free,aggregate,233
Random (baseline),text-free,aggregate,207
Random (baseline),text-free,aggregate,240
Random (baseline),text-free,aggregate,353
Random (baseline),text-free,aggregate,348
Random (baseline),text-free,aggregate,274
Random (baseline),text-free,aggregate,384
Random (baseline),text-free,aggregate,134
Random (baseline),text-free,aggregate,54
Random (baseline),text-free,aggregate,233
Random (baseline),text-free,aggregate,90
Random (baseline),text-free,aggregate,400
Random (baseline),text-free,aggregate,86
Random (baseline),text-free,aggregate,372
Random (baseline),text-free,aggregate,375
Random (baseline),text-free,aggregate,146
Random (baseline),text-free,aggregate,253
Random (baseline),text-free,aggregate,268
Random (baseline),text-free,aggregate,260
Random (baseline),text-free,aggregate,251
Random (baseline),text-free,aggregate,67
Random (baseline),text-free,aggregate,22
Random (baseline),text-free,aggregate,240
Random (baseline),text-free,aggregate,330
Random (baseline),text-free,aggregate,367
Random (baseline),text-free,aggregate,85
Random (baseline),text-free,aggregate,250
Random (baseline),text-free,aggregate,399
Random (baseline),text-free,aggregate,81
Random (baseline),text-free,aggregate,345
Random (baseline),text-free,aggregate,394
Random (baseline),text-free,aggregate,355
Random (baseline),text-free,aggregate,215
Random (baseline),text-free,aggregate,109
Random (baseline),text-free,aggregate,295
Random (baseline),text-free,aggregate,349
Random (baseline),text-free,aggregate,108
Random (baseline),text-free,aggregate,178
Random (baseline),text-free,aggregate,379
Random (baseline),text-free,aggregate,309
Random (baseline),text-free,aggregate,62
Random (baseline),text-free,aggregate,338
Random (baseline),text-free,aggregate,344
Random (baseline),text-free,aggregate,395
Random (baseline),text-free,aggregate,312
Random (baseline),text-free,heldout,93
Random (baseline),text-free,heldout,290
Random (baseline),text-free,heldout,69
Random (baseline),text-free,heldout,211
Random (baseline),text-free,heldout,362
Random (baseline),text-free,heldout,112
Random (baseline),text-free,heldout,99
Random (baseline),text-free,heldout,164
Random (baseline),text-free,heldout,92
Random (baseline),text-free,heldout,287
Random (baseline),text-free,heldout,201
Random (baseline),text-free,heldout,8
Random (baseline),text-free,heldout,219
Random (baseline),text-free,heldout,35
Random (baseline),text-free,heldout,198
Random (baseline),text-free,heldout,231
Random (baseline),text-free,heldout,118
Random (baseline),text-free,heldout,252
Random (baseline),text-free,heldout,132
Random (baseline),text-free,heldout,356
Random (baseline),text-free,heldout,332
Random (baseline),text-free,heldout,297
Random (baseline),text-free,heldout,67
Random (baseline),text-free,heldout,85
Random (baseline),text-free,heldout,215
Random (baseline),text-free,heldout,109
Transitive Transport Bridge,text-free,aggregate,54
Transitive Transport Bridge,text-free,aggregate,115
Transitive Transport Bridge,text-free,aggregate,40
Transitive Transport Bridge,text-free,aggregate,10
Transitive Transport Bridge,text-free,aggregate,50
Transitive Transport Bridge,text-free,aggregate,1
Transitive Transport Bridge,text-free,aggregate,321
Transitive Transport Bridge,text-free,aggregate,121
Transitive Transport Bridge,text-free,aggregate,163
Transitive Transport Bridge,text-free,aggregate,207
Transitive Transport Bridge,text-free,aggregate,144
Transitive Transport Bridge,text-free,aggregate,28
Transitive Transport Bridge,text-free,aggregate,394
Transitive Transport Bridge,text-free,aggregate,18
Transitive Transport Bridge,text-free,aggregate,17
Transitive Transport Bridge,text-free,aggregate,17
Transitive Transport Bridge,text-free,aggregate,245
Transitive Transport Bridge,text-free,aggregate,4
Transitive Transport Bridge,text-free,aggregate,116
Transitive Transport Bridge,text-free,aggregate,139
Transitive Transport Bridge,text-free,aggregate,327
Transitive Transport Bridge,text-free,aggregate,7
Transitive Transport Bridge,text-free,aggregate,15
Transitive Transport Bridge,text-free,aggregate,46
Transitive Transport Bridge,text-free,aggregate,350
Transitive Transport Bridge,text-free,aggregate,95
Transitive Transport Bridge,text-free,aggregate,150
Transitive Transport Bridge,text-free,aggregate,55
Transitive Transport Bridge,text-free,aggregate,28
Transitive Transport Bridge,text-free,aggregate,19
Transitive Transport Bridge,text-free,aggregate,9
Transitive Transport Bridge,text-free,aggregate,1
Transitive Transport Bridge,text-free,aggregate,185
Transitive Transport Bridge,text-free,aggregate,85
Transitive Transport Bridge,text-free,aggregate,127
Transitive Transport Bridge,text-free,aggregate,3
Transitive Transport Bridge,text-free,aggregate,3
Transitive Transport Bridge,text-free,aggregate,165
Transitive Transport Bridge,text-free,aggregate,37
Transitive Transport Bridge,text-free,aggregate,156
Transitive Transport Bridge,text-free,aggregate,30
Transitive Transport Bridge,text-free,aggregate,163
Transitive Transport Bridge,text-free,aggregate,179
Transitive Transport Bridge,text-free,aggregate,4
Transitive Transport Bridge,text-free,aggregate,86
Transitive Transport Bridge,text-free,aggregate,23
Transitive Transport Bridge,text-free,aggregate,218
Transitive Transport Bridge,text-free,aggregate,74
Transitive Transport Bridge,text-free,aggregate,22
Transitive Transport Bridge,text-free,aggregate,63
Transitive Transport Bridge,text-free,aggregate,63
Transitive Transport Bridge,text-free,aggregate,53
Transitive Transport Bridge,text-free,aggregate,1
Transitive Transport Bridge,text-free,aggregate,92
Transitive Transport Bridge,text-free,aggregate,6
Transitive Transport Bridge,text-free,aggregate,42
Transitive Transport Bridge,text-free,aggregate,230
Transitive Transport Bridge,text-free,aggregate,230
Transitive Transport Bridge,text-free,aggregate,86
Transitive Transport Bridge,text-free,aggregate,353
Transitive Transport Bridge,text-free,aggregate,126
Transitive Transport Bridge,text-free,aggregate,103
Transitive Transport Bridge,text-free,aggregate,106
Transitive Transport Bridge,text-free,aggregate,113
Transitive Transport Bridge,text-free,aggregate,52
Transitive Transport Bridge,text-free,aggregate,44
Transitive Transport Bridge,text-free,aggregate,95
Transitive Transport Bridge,text-free,aggregate,39
Transitive Transport Bridge,text-free,aggregate,205
Transitive Transport Bridge,text-free,aggregate,80
Transitive Transport Bridge,text-free,aggregate,3
Transitive Transport Bridge,text-free,aggregate,173
Transitive Transport Bridge,text-free,aggregate,241
Transitive Transport Bridge,text-free,aggregate,5
Transitive Transport Bridge,text-free,aggregate,37
Transitive Transport Bridge,text-free,aggregate,213
Transitive Transport Bridge,text-free,aggregate,225
Transitive Transport Bridge,text-free,aggregate,151
Transitive Transport Bridge,text-free,aggregate,49
Transitive Transport Bridge,text-free,aggregate,26
Transitive Transport Bridge,text-free,aggregate,149
Transitive Transport Bridge,text-free,aggregate,1
Transitive Transport Bridge,text-free,aggregate,7
Transitive Transport Bridge,text-free,aggregate,75
Transitive Transport Bridge,text-free,aggregate,1
Transitive Transport Bridge,text-free,aggregate,113
Transitive Transport Bridge,text-free,aggregate,205
Transitive Transport Bridge,text-free,aggregate,8
Transitive Transport Bridge,text-free,aggregate,114
Transitive Transport Bridge,text-free,aggregate,3
Transitive Transport Bridge,text-free,aggregate,4
Transitive Transport Bridge,text-free,aggregate,175
Transitive Transport Bridge,text-free,aggregate,70
Transitive Transport Bridge,text-free,aggregate,277
Transitive Transport Bridge,text-free,aggregate,70
Transitive Transport Bridge,text-free,aggregate,321
Transitive Transport Bridge,text-free,aggregate,57
Transitive Transport Bridge,text-free,aggregate,1
Transitive Transport Bridge,text-free,aggregate,1
Transitive Transport Bridge,text-free,aggregate,54
Transitive Transport Bridge,text-free,aggregate,220
Transitive Transport Bridge,text-free,aggregate,5
Transitive Transport Bridge,text-free,aggregate,6
Transitive Transport Bridge,text-free,aggregate,33
Transitive Transport Bridge,text-free,aggregate,6
Transitive Transport Bridge,text-free,aggregate,142
Transitive Transport Bridge,text-free,aggregate,145
Transitive Transport Bridge,text-free,aggregate,14
Transitive Transport Bridge,text-free,aggregate,260
Transitive Transport Bridge,text-free,aggregate,341
Transitive Transport Bridge,text-free,aggregate,21
Transitive Transport Bridge,text-free,aggregate,38
Transitive Transport Bridge,text-free,aggregate,13
Transitive Transport Bridge,text-free,aggregate,6
Transitive Transport Bridge,text-free,aggregate,102
Transitive Transport Bridge,text-free,aggregate,293
Transitive Transport Bridge,text-free,aggregate,228
Transitive Transport Bridge,text-free,aggregate,318
Transitive Transport Bridge,text-free,aggregate,81
Transitive Transport Bridge,text-free,aggregate,323
Transitive Transport Bridge,text-free,aggregate,100
Transitive Transport Bridge,text-free,aggregate,64
Transitive Transport Bridge,text-free,aggregate,9
Transitive Transport Bridge,text-free,aggregate,279
Transitive Transport Bridge,text-free,aggregate,41
Transitive Transport Bridge,text-free,aggregate,81
Transitive Transport Bridge,text-free,aggregate,13
Transitive Transport Bridge,text-free,aggregate,26
Transitive Transport Bridge,text-free,aggregate,77
Transitive Transport Bridge,text-free,aggregate,145
Transitive Transport Bridge,text-free,aggregate,29
Transitive Transport Bridge,text-free,aggregate,8
Transitive Transport Bridge,text-free,aggregate,9
Transitive Transport Bridge,text-free,aggregate,21
Transitive Transport Bridge,text-free,aggregate,56
Transitive Transport Bridge,text-free,aggregate,23
Transitive Transport Bridge,text-free,aggregate,3
Transitive Transport Bridge,text-free,aggregate,94
Transitive Transport Bridge,text-free,aggregate,32
Transitive Transport Bridge,text-free,aggregate,74
Transitive Transport Bridge,text-free,aggregate,72
Transitive Transport Bridge,text-free,aggregate,1
Transitive Transport Bridge,text-free,aggregate,2
Transitive Transport Bridge,text-free,aggregate,57
Transitive Transport Bridge,text-free,aggregate,137
Transitive Transport Bridge,text-free,aggregate,130
Transitive Transport Bridge,text-free,aggregate,18
Transitive Transport Bridge,text-free,aggregate,325
Transitive Transport Bridge,text-free,aggregate,302
Transitive Transport Bridge,text-free,aggregate,9
Transitive Transport Bridge,text-free,aggregate,192
Transitive Transport Bridge,text-free,aggregate,126
Transitive Transport Bridge,text-free,aggregate,8
Transitive Transport Bridge,text-free,aggregate,1
Transitive Transport Bridge,text-free,aggregate,34
Transitive Transport Bridge,text-free,aggregate,52
Transitive Transport Bridge,text-free,aggregate,80
Transitive Transport Bridge,text-free,aggregate,140
Transitive Transport Bridge,text-free,aggregate,4
Transitive Transport Bridge,text-free,aggregate,55
Transitive Transport Bridge,text-free,aggregate,269
Transitive Transport Bridge,text-free,aggregate,91
Transitive Transport Bridge,text-free,aggregate,10
Transitive Transport Bridge,text-free,aggregate,63
Transitive Transport Bridge,text-free,aggregate,64
Transitive Transport Bridge,text-free,aggregate,213
Transitive Transport Bridge,text-free,aggregate,275
Transitive Transport Bridge,text-free,aggregate,17
Transitive Transport Bridge,text-free,aggregate,32
Transitive Transport Bridge,text-free,aggregate,17
Transitive Transport Bridge,text-free,aggregate,211
Transitive Transport Bridge,text-free,aggregate,2
Transitive Transport Bridge,text-free,aggregate,86
Transitive Transport Bridge,text-free,aggregate,7
Transitive Transport Bridge,text-free,aggregate,2
Transitive Transport Bridge,text-free,aggregate,182
Transitive Transport Bridge,text-free,aggregate,24
Transitive Transport Bridge,text-free,aggregate,345
Transitive Transport Bridge,text-free,aggregate,44
Transitive Transport Bridge,text-free,aggregate,169
Transitive Transport Bridge,text-free,aggregate,184
Transitive Transport Bridge,text-free,aggregate,43
Transitive Transport Bridge,text-free,aggregate,89
Transitive Transport Bridge,text-free,aggregate,81
Transitive Transport Bridge,text-free,aggregate,18
Transitive Transport Bridge,text-free,aggregate,122
Transitive Transport Bridge,text-free,aggregate,27
Transitive Transport Bridge,text-free,aggregate,6
Transitive Transport Bridge,text-free,aggregate,200
Transitive Transport Bridge,text-free,aggregate,245
Transitive Transport Bridge,text-free,aggregate,135
Transitive Transport Bridge,text-free,aggregate,34
Transitive Transport Bridge,text-free,aggregate,303
Transitive Transport Bridge,text-free,aggregate,6
Transitive Transport Bridge,text-free,aggregate,18
Transitive Transport Bridge,text-free,aggregate,83
Transitive Transport Bridge,text-free,aggregate,86
Transitive Transport Bridge,text-free,aggregate,3
